content,score,label
tolong tambah kan pitur yang lebih HD,5,positif
"I really like the Clash of Clans game, especially with the collaboration with WWE🤩🤩🤩",5,positif
luar bias sangat menik matinya,5,positif
bagus,5,positif
sipp mantap,5,positif
Saya th 9 saat mencari lawan th 11 semua lawanya dan akhirnya saya pensiun😁,1,negatif
baik,5,positif
Coc kenapa stuck loading di 98% .pas login,4,positif
sangat seru,5,positif
Keluar sendiri mulu,5,positif
Game legend dari sma 😁,5,positif
terlalu sering update. waktu nge loot sinyal normal pas war sinyal bagus tiba-tiba sambungan terputus,2,negatif
👍,5,positif
sip top oke,5,positif
bagus,5,positif
ok,5,positif
Clash of Clans saya pemain lama mau saran kan kalo coc butuh di perbaiki lagi masalah kenksi lah selver lah pokonya di perbaiki ya min sekian thens,5,positif
oke mantap haha paquito voice yo,5,positif
bagus banget gemanya,5,positif
mantap.dari dulu saya mau begini peleton gak lagi dimasak langsung siap 👍👍,5,positif
game nya bagus,5,positif
Game nya bagus,5,positif
jos gandos gamenya,5,positif
"akun ku di curi orang, laporan ku tidak ditanggapi oleh Supercell",1,negatif
bagus di bagus tapi boros kouta,4,positif
mantap,5,positif
sering banget DC. padahal d lobby nya bagus. pas attack langsung muter dan muncul koneksi internet nya jelek. pas udah selesai muter nya langsung out game. asuu super cell,1,negatif
woahh 💥💥,5,positif
bagus banget game nya. cuman mohon kamp tentara di desa asal dibalikan seperti semula nggih,4,positif
Game nya keren di tunggu updatenya,5,positif
baik,4,positif
"keren,tapi sering keluar""sendiri",5,positif
"sdh lama berhenti main karna bosan menunggu pasukan siap. tapi setelah instal ulang dan tdk perlu menunggu, akhirnya jadi candu lagi main🙏🙏🤣🤣",5,positif
sangat menarik,5,positif
bagus sekali,5,positif
👍👍,5,positif
game nya seru woi,5,positif
game bagus kalo peningkatan hero dipersingkat,5,positif
cukup menyenangkan bermain game ini,4,positif
sangat seru tapi kalo bisa kalo kayak bangun kastel jangan lama,5,positif
bagus,5,positif
👍🏻,5,positif
seru dan asik,5,positif
sangat memuaskan,5,positif
"gamenya bagus,",5,positif
Tambah keren coc skrng,5,positif
gamenya bagus tapi kenapa ya game nya membuat saya pengen main terus😁 mantep dah pokoknya gabakal nyesel download ni game👍,5,positif
bagus,5,positif
Game yang mantap,5,positif
mantap,4,positif
coc sudah tidak clasic seperti dulu,3,positif
I love Troops event 🥰🥰🥰,5,positif
ok,5,positif
gamenya seru tapi ngurangin trofi nya jangan banyak dong kalau gini untuk player baru macamana nak ke liga Titan liga perak aja udah sulit jadi Moh tambahin banyak trofi nambah 3 minimal kalah kalah juga di kurangin 2 jadi untuk sementara saya kasih ranting 3,3,positif
skrg udah bagus udah enak gkk kya dulu semoga kedepannya bisa jauh lebih bgus dari skrg 🥰❤,5,positif
game ini sangat seru,5,positif
Bagus,3,positif
sangar rawrrr sekali,5,positif
Nostalgia plus game nya bagus tapi kalo gk ada permata upgrade bangunan kerasa lamaaaaaaaa banget tapi selama gw main gk kesel sih santai soalnya gamenya tapi updatenya makin seru,5,positif
"Jelek kebanyakan skill,base rata terus makin lama makin kesini",1,negatif
ok,5,positif
sangat menarik,5,positif
ID SUPER cell memeng erro sayah sudah th 15 pas mau masuk malah th 5 bener bener wow,1,negatif
gamenya mantap,5,positif
Niceee,5,positif
seru mantap,5,positif
ini game seru banget,5,positif
Kelamaan upgradenya heroonya..,1,negatif
mantap bosssss,5,positif
semakin baik dan bagus,4,positif
tolong nama clan nya diatur jangan ada clan cari masalah,1,negatif
sangat bagus kalo menang,5,positif
luar biasa,5,positif
bagus,4,positif
game anak anak bodoh,1,negatif
𝐦𝐚𝐤𝐢𝐧 mantapp,5,positif
TOLONG CHAT GLOBAL DISEDIAKAN LAGI GUA JAMIN PASTI SERU KAYA DULU LAGI,2,negatif
"Cukup bagus, prbnyk lg event, tp kok sering nge bug y",5,positif
bagus,2,negatif
gen nga seru,4,positif
sangat bagus tapi ada yang kurang masa pemain baru GK dikasih base yang bagus,4,positif
"Townhall baru, pasukan baru, sistem baru.. arrgggghhh... saya membenci itu, saya merindukan coc yang dulu, saat level tertinggi adalah townhall 10 itu adalah versi terbaik.",3,positif
"makinn seruu pass colab wwe keren cuman satu latar gbisa dibeli pakai diamond, saran yang udah lama usang dijual aja pake diamond biar yang lain ngerasain juga gak bosen dengan latar nya"" semoga didengar anda keluhan saya selama bermain coc tahun 2016 sampe sekarang"" yang lain udh okee.. tolong yaa latar nyaa bisa dijual pake diamon belinnyaaa..",5,positif
"mantap ubdate terus,biar makin keren👍ganti juga lagu tema nya kurang mantap",5,positif
game nya sangat seru,5,positif
"DC gblk ,sinyal bagus tiba-tiba muncul logo wifi ,blog SC even coc nerf aja blog",1,negatif
mantap,5,positif
game nya bagus banget bikin ketagihan main,5,positif
keren,5,positif
game nya seru,4,positif
game paling oke sepanjang masa,5,positif
ok lah,5,positif
sangat luar bagus Clash ofclans sekarang,5,positif
bagus,5,positif
bagus,5,positif
mantap,5,positif
mantul,5,positif
supercell tolong perbaiki bug nya gw suka nyangkut di tembok pas nyerang,3,positif
"servernya jelek..saat war malahan terputus tiba"".....",1,negatif
game nya menarik dan menantang game nya seru karena kita harus merancang strategi untuk menang,5,positif
Untuk updatean kali ini gw akuin supercell mantap banget,5,positif
good game seru...,5,positif
"game gk jelas wkwk masa mana ungu habis cd lama bngt sehari bisa bikin bangunan juga 2,harian sampe gk bisa cepet",1,negatif
gak bisa ninggalin game ini,5,positif
game bagus,5,positif
game ini sangat seru banget dan bagus di dimainin,5,positif
"❗YANG SETUJU DENGAN ULASAN SAYA,TOLONG BANTU LIKE AGAR SUPERCELL TAU❗ sebernya bagus game nya. kekurangan nya saat ugrade pahlawan aja si lama,udah lama di tambah pahlawan saat proses ugrade gabisa di gunain lagi! coba aja kalo pahlawan masih proses ugrade tapi bisa di gunain pasti lebih seru dan nggak akan ngeganggu attck saat war saranya si❗DI SAAT UGRADE PAHLAWAN,TAPI TETEP BISA DI GUNAKAN BUAT ATTCK❗",5,positif
gak bisa top up bgst,3,positif
👍👍👍,5,positif
🔥,5,positif
busuk(dengan nada bohong),5,positif
"sering sering yah, Kalo lagi attack kenapa selalu ade koneksi, ada muat ulang game karena shop dll, tolong lah di perbaiki",3,positif
"jika diperhatikan setelah beberapa pembaharuan seperti munculnya peralatan pahlawan dan sebagainya, ada sebuah ketimpangan yang harus di perhatikan. dimana sekarang pagar yang mahal tampak tidak berguna lagi karena snagat mudah dihancurkan, serta perbedaan town hall pun sama sekali tidak menjadi hambatan maksudnya (town hall 15 bisa meratakan town hall 17) meskipun dengan strategi itu tetap kacau karena tampak bahwa peleton, mantra, peralatan pahwan terlalu kuat dan tidak masuk akal",3,positif
mantap,4,positif
Keren,5,positif
baguss,5,positif
game nya bagus meng hibur,5,positif
mantap,5,positif
👍👍👍,5,positif
gacor leeee,5,positif
bagus seru,5,positif
seru banget,5,positif
nice,5,positif
"Terimakasih Kepada Supercell Yg Selalu Memberikan Update & Event Event Yg Menarik,Semoga Nama Game Ini Bangkit Kembali Seperti Dlu Thnks For Supercell Dan Kalau Bisa Jangan Keseringan Update Yang Ngk Terlalu Penting #SalamClasherLama",5,positif
game mantap,5,positif
good,5,positif
jelek sekali,5,positif
sukak,5,positif
masih ada yg belom pas,4,positif
aku suka coc,5,positif
keren lagi,5,positif
keren,5,positif
game lama yang sudah lama tapi masih asyik dengan updatenya,5,positif
padahal maen dari 2014 masih di minta rating,4,positif
Like,5,positif
"kenapa jadi ada IKLAN nya sih, MENGGANGGU banget.",1,negatif
"Belum ada seminggu masa udah update lagi emang mantul nih game,game rusak sinyal tiba"" Hilang sendiri padahal buat buka game lain lancar. game sampah",1,negatif
bagus,5,positif
good,5,positif
"Belakangan suka disc sendiri error, falied to connect, dll jadi jelek",1,negatif
mantap coc bisa masak ga usah nunggu 😭🥰🔥,5,positif
dari sekian lama sy kembali main,5,positif
main nya ngak panik,5,positif
game yang seru,5,positif
mantul,5,positif
"gamenya bagus,bikin aku paham pemerintahan Indonesia,saya sarankan jika orang tua melihat komen saya,mohon belikan anak anda permata",5,positif
game baik bisa ngilangin stresss,5,positif
mantap,5,positif
"gini ke dari dulu, kan enak",5,positif
game ini sangat bagus karena sangat bagus dan menghibur saya kasih bintang 5,5,positif
klau bisa kasih emote saat kita war punya musuh...,5,positif
bagus permainan yang asik,4,positif
GAME NYA BAGUS BANGET!!,5,positif
pembaruannya sangat bagus sih asli..!!!!!!!!,5,positif
"game ini bagus banget, apalagi akhir2 ini sering ngadain event yg gak gitu2 aja, update besar2an. tapi sekedar masukan, kalau nyari musuh yang ngotak ya masa gw th 10 disuruh lawan th 12 kan jadi gak bisa maksimal:(",5,positif
keren,5,positif
bagus,5,positif
heran gk kaya sebelumnya sekarang pake wifi kalo mau nyari lawan sinyalnya gak jelas kalo pakai wifi pdhl apk lain lancar,1,negatif
keren..,5,positif
good,5,positif
mntap,5,positif
bagus,5,positif
oke bngt..,5,positif
mantap,5,positif
jaringan ngeleg dikit langsung menghubungkan kembali,1,negatif
asyik buat tmn swpi,4,positif
segala ada pemberitahuan gua mana tau,1,negatif
bagus dan menghibur saat waktu santai,4,positif
kalo nyerang gk sesuai sama th sendiri,1,negatif
coc makin bagus dan mantap,5,positif
seru,5,positif
oke,5,positif
josss,5,positif
bosannn update terusss,1,negatif
game yg bagus,5,positif
bagus,5,positif
geme yang cocok untuk bersantai,5,positif
bagus,5,positif
mantap,5,positif
😁😁,5,positif
mantap,5,positif
bagus banget,5,positif
"game nya bagus, semoga grafik bisa lebih bagus",5,positif
mantap bersahaja,4,positif
game bagud,5,positif
mantab,5,positif
terbaik di kelas nya,5,positif
Sangat bijak dalam game ini,4,positif
bagus,5,positif
jaringan bappak kw,1,negatif
mantap,5,positif
"makin kesini makin bagus si cuman sekarang udh ga cocok buat push trophy, level th nya ga sesuai sama punya saya, saya th 7 malah ketemu th 10 max, terus juga pendapatan untuk trophy kok semakin sedikit ya, harus bintang 3, dapat base th 10 udah rata bintang 2 dapat trophy cuma 4-8 padahal 98%, disitu tertera 25 trophy, tolong lah klo bintang 2 dapat 10-18 trophy trus juga bintang 1 walaupun udah 80% cuma dapat 1 trophy doang, semisal kita diserang juga turunnya 35 trophy:) banyak banget",2,negatif
permainan nya sangat bagus mantap,5,positif
sekarang sangat seru ga membosankan,5,positif
"kalau buat event biasa jangan muluk"" hadiahnya",3,positif
even bagus,5,positif
bagus apknya,5,positif
"jadi malas main, upp ahlawan 7hari.! apa iya selama itu tidak ikut Warr.? tanpa ikut warr, main coc tidak seruh! 20 kali upp lagi😒 LIKE SUARAKAN YG SETUJU👍",3,positif
good,5,positif
gak bisa ganti akun,5,positif
game bagus,5,positif
ok,4,positif
lebih mudah drpd yang dulu,5,positif
mantap,5,positif
min kenapa setiap pakai wifi sering disconnect kalo pake data seluler lancar,2,negatif
sangat seru,5,positif
👍👍👍👍👍👍,1,negatif
sangat keren...jauh beda sama tahun 2012 lalu,5,positif
"udah bagus cuma tolong di perbaiki aja pas attack slalu lost connecting, itu dari dulu sampe sekarang masih suka lost connecting",4,positif
maaf min akun sya kok ngk bisa balik lagi padahal sudah saya katakan ke supersel kenapa ya dan saya tidak bisa mendapatkan kode verikasy itu kenapa ya dan saya juga tidak bisa lagi bikin akun lagi ini sangat di sayangkan,4,positif
ada kah item itemnya peleton,5,positif
sering lost connect atau keluar game mlu akhir.y sya instal ulang & stelah sy instal ulang smpe saat ini lom lost connect masih aman,4,positif
"skarang sering eror ngebug . jaringan bagusss tapi pas nyerang mesti muat ulang tpi klok pas ga nerang ga ada apa"" normalll . tolong di perbaiki game nya",3,positif
mantab,5,positif
suka games nya games nya santai,5,positif
siiip 👍🏽,5,positif
"game mengasah teknik dan seru,oke dah",5,positif
lebih seru ...,5,positif
amazing,5,positif
Mantapp update terus ni game,5,positif
untuk nama tolong jangan dipersulit ribet gua ganti2 nama gagal Mulu udah 1jam ga bisa2,1,negatif
"supercell lolo kadang, kita nyerang di kasih th tinggi dan desa kita di serang juga sama yg lebih tinggi, ngaco parah supercell",1,negatif
keren,5,positif
tolong hero t.a.n.e untuk di jadikan permanen,3,positif
Coc dulu permainan saya,5,positif
saya ingin upgrade pahlawan tidak menggunakan builder,1,negatif
game josss,5,positif
hebat,5,positif
this is the worst trophy system for real,1,negatif
menghiburlah,5,positif
seru njirr cuman agak lama buat ngeupgrade tapi event bossnya op wakk,4,positif
Akun saya yg ini hilang,5,positif
"dari SMP main ini, tapi kadang main kdng engga. udah selama ini ternyata masih seseru itu main game ini. seruu bangett.",5,positif
game ini memang bagus,5,positif
sangat Bagus buat di mainin,5,positif
mantap,5,positif
ok,5,positif
"waktu upgrade lama,yari koin dll susah ,jadi membosankan.",1,negatif
"bagus bagus bagus,dah gitu aja",5,positif
"sangat baik untuk di mainkan, tetapi untuk upgrade terlalu lama",5,positif
"makin di update makin gjls, dc mulu lagi war tiba2 dc login ulang trus2an aja gjls ni",1,negatif
"min sekarang kami sangat puas bermain coc karna update lebih seru,tapi menurutku biaya beli costum sama latar agak di ringankan, soalnya 1500 permata sangat sulit untuk mendapatkannya,satu lagi seharusnya up tembok ga usah nunggu tukang nganggur dulu min biar sana sini up kan makin seru,biar clasher lain pada suka update nya coc ditahun 2025 ini dan makin kece kedepannya,min tolong kordinasi nya",5,positif
GOOD GAME,5,positif
Mantappppp oke,5,positif
sering keluar sendiri..waktu lagi war langsung keluar sendiri auto GK dpt bintang,5,positif
game yang mantap,5,positif
mantap,4,positif
good,5,positif
"Tolong dong untuk Supercell🙏 baru baru ini kenapa banyak sekali bug, bahkan ketika saya menyerang aja dan sudah dapat bintang 2 lalu tiba tiba ada gangguan dan bintang saya kenapa gk terhitung?? dan yg parahnya lagi kemarin malam, saya push tropi dan sudah 3x nyerang, tapi kenapa yg terhitung hanya 2x nyerang?? tolong dong di perbaiki, bahkan akhir² ini tuh sering banget gangguan sinyal tiba² dan kuat angkat sinyal. padahal di game lainnya oke2 aja🙏🙏",5,positif
bingung yg skrng,4,positif
ok keren,5,positif
"sumpah nostalgia banget sama game ini waktu itu gua masih kelas 6 SD pokoknya bagus ni game gk ngelag seru,menantang dan harus berp8kir gimana cara menghabisi lawan kita oke penjelasannya segitu aja",5,positif
game nya bagus bangett apalagi ada update ga butuh nunggu waktu lama lagi kalo mau dapetin peleton tapi buat nyerang global sering bangett dapet base musuh yg ga sesuai dengan balai kota mana trofi nya dikit lagi tapi tetep bagus nih 5 bintang 😋👌,5,positif
gamenya bagus,5,positif
pembaruan bukan nya makin mudah malah makin tolol 🤣,1,negatif
good,5,positif
game nya bagus tapi gem nya kurang coba 500 jadi 1000 gem,2,negatif
mengisi waktu luang,4,positif
tolong player lama combek,1,negatif
gemnya sangat bagus,5,positif
yessir,5,positif
bagus banget,5,positif
bagus,4,positif
bagus,4,positif
bug level barbarian king yang tadinya level 20 kenapa jadi 9,1,negatif
pendapat trophy tidak adil 3 bintang hanya mendapat sedikit trophy giliran desa diserang hilang banyak sampai 30 trophy keatas. tidak sebanding dengan pendapatan trophy per match,2,negatif
"haloo developer, bisakan tambahkan fitur profile dengan foto dari galeri.. kita sebagai pemain mungkin ingin melihat atau mengenal rekan atau pemain lain",5,positif
bgus,5,positif
semakin bagus👍👍👍👍,5,positif
SANGAT SERU BAGIKU,5,positif
gampang untuk dimainkan,5,positif
sangat seru,5,positif
seru,4,positif
Chat global mana sih ga dikeluarin lagi?,1,negatif
seru,3,positif
nice,5,positif
"Main game ini tuh kayak jadi kepala desa yang hobi perang. Bangun rumah, jaga warganya, eh tiba-tiba diserbu tetangga! Tapi serunya, kita juga bisa balas dendam sambil senyum-senyum sendiri kayak penjahat sinetron. Saya sangat berterima kasih kepada Supercell, karena sudah berhasil membuat game COC ini yang sangat seruu.",5,positif
coc sekarang kebanyakan apdet nya ribet seminggu sekali apdet coba lah jangan kebamyakan apdet nya,1,negatif
makin mantap lebih mudah di mainkan,5,positif
mantap,5,positif
Kembalikan CHAT GLOBAL,2,negatif
gud game,5,positif
mantap ini game,5,positif
mantap,5,positif
Menakjubkan.!,5,positif
top,5,positif
"game sampah, kenapa tiap main sering keluar sendiri padahal internet aman aja, tiba main ni game keluar mulu,, dan lagi ni game kebanyakan update tapi masih banyak eror nya..",1,negatif
tingkat kan atau perbesar penyimpanan eliksir hitam!!!!!,4,positif
sangat baik,2,negatif
game yang bagus🫰,5,positif
"bagus juga, rerkomendasi temen gw cocok buat dimainin👍👍👍",5,positif
ini keren 😎😎😎 pas kuhapus download lagi kok gak ada desa gw,5,positif
"TOLONG YA KENAPA PAS MAU ATTACK GANGGUAN MUAT ULANG GAME SINYAL STABIL KECEWO WAK,",2,negatif
"terlalu sering di perbaharui,namun tidak ada yg berubah,maaf saya kurangin bintangnya",3,positif
baguss,5,positif
jgn sering sering update... masa 1 bulan bisa 2 smpe 3 x update trus. ngak konsisten,1,negatif
makin bagus👍,5,positif
lumayan kalau buat gabut,5,positif
game nya seru,5,positif
nostalgia,5,positif
Lumayan,4,positif
"turunin harga upgrade tembok, kemahalan",4,positif
Kentok,5,positif
"Tambahkan fitur kek, biar yang online ketahuan siapa aja yang on, atau di bikin list orang yang aktif",5,positif
"game lucu, koneksi bagus tapi gak bisa di buka",1,negatif
lumaya,4,positif
gamenya keren,5,positif
jelekkkkkkkk sekali coc pembaruan 2025,3,positif
update mulu dah perasaan,3,positif
keren guya,5,positif
bagus,5,positif
mantap enak marn coc lg,5,positif
sudah bagus,5,positif
"Kenapa sekarang coldown upgrade nya jadi tambah lama?? contoh : Tingkatin menara Archer sebelum update 15 menit sesudah update 20 menit ""Apakah Saya harus Beli tiket Emas agar Pembangunannya cepat selesai?, Saya ingin bermain gratis""",1,negatif
jadi Nostalgia😢,5,positif
"ngebug yaa? saya udah nyerang tapi gak ada historinya, gold trofi elixsir juga gak nambah",5,positif
keren grafik nya mulai epic,5,positif
"apa-apaan ini, mau log in malah sering putus sinyal dan sering muncul notif menghubungkan ulang dll. tolong diperbaiki bugnya. jadi males install ulang. kalau sudah saya ubah ratingnya",1,negatif
waktu peningkatan yg terlalu lama bikin game ini jadi membosankan,1,negatif
bagus dan menyenangkan,5,positif
najis bug terus,1,negatif
"2 bulan GK pernah login ,pas login update terbaru malah gak ngerti males mempelajari gw uninstal gak guna perbanyak update",1,negatif
baguss banget,5,positif
mantap,3,positif
game nya bagus!!!,5,positif
"apk nya sering TDK stabil jaringannya, waktu war tiba tiba muat ulang",2,negatif
ok,5,positif
"setelah update kmren kenapa sekarang klo pke wifi kaga bisa main ya gangguan sinyal apa lgi error,tapi klo main game lain sinyal bagus² aja tlong diperbaiki",2,negatif
"no time update for troops, i really like it, it makes clasher easier👏👌",5,positif
Seru,5,positif
"Game nya seru, tapi ada bug gak bisa masuk klan aneh",2,negatif
mantap,5,positif
"jaringan putus nyambung, tolong segera di perbaiki, sangat mengganggu",2,negatif
good experience,5,positif
game nya seru dan gak ngebosenin pokoknya gak rugi deh download game ini,5,positif
👍👍👍👍,5,positif
dah mantap lah Laee,5,positif
bugus sekali,5,positif
gem nya mantap,5,positif
aku sangat suka gem Kya gini semangat y,5,positif
good game,5,positif
gut,5,positif
"Udah lama gak maen coc, seperti dulu gk ada perubahan sama sekali. semoga Clash of Clans sukses 😎💪",5,positif
"dulu juga prnah maen, tapi sekarang lebih banyak item yang baru offer all seru",5,positif
stupid game,1,negatif
mantap,5,positif
ok,5,positif
supercell yang terhormat...tolong dong jangan hilangin chat globalnya...menurut kami disitu juga ada keseruannya...tolong dong jangan dihilangkan please😢😢please i hate this please hear me supercell...i don't beleave this...jadi supercell...tolong diadakan lagi kalo tidak bintangnya terpaksa harus aku hilangin 2...karena saya kurang puas dengan game ini...tolong dipertimbangkan...sekian terimakasih(supercell)😔😔🙁,4,positif
GAMEE YANG SELALU DENGAN KATA SABARRR....,5,positif
terusin buat game bagus 👍,5,positif
bagus udah jos sekrng bukan kaya dulu,5,positif
lumayan lah masih suport hp kentang,3,positif
gem nya bagus,5,positif
ini geme waktu bukn geme perang,5,positif
saya baru mulai main lagi setelah saya dapet akun dulu saya kehilangan akun coc. dan sekarang udah ad giliran login lagi teryata coc sudah banyak berkembang dan makin baik,5,positif
geme seru sekali gak tau kenapa aku suka main geme ini,5,positif
"coc ini game yang paling menyenangkan,bisa melatih kesabaran,keuletan...pokoknya keren",5,positif
game coc mantul betul,5,positif
game coc sangat mengedukasi anak kecil....bjirrrr,5,positif
