content,score,label
"game permainan tidak seimbang banyak dari permainan yaNg telah saya mainkan menemukan player yaang ngetrol tidak bermain dengan kompak . banyaK nabrak role rank yaNg tidak seimbang , saya memberikan saraN ubah caaraa permainan ini Di buaT saya telah menemukan permainan yg tidak seimbang di dalam game ini",1,negatif
"masak udah nge lord 2 kali Minionnya masih kecil tapi pas musuhnya ngelord minionnya bisa gede, ga adil banget",3,positif
skinya mantap,4,positif
okeh lh sngat menghibur,5,positif
gapernah dikasih tim yang bagus,1,negatif
season ini moonton ngasih team yang dark sytem dan jaringan tidak stabil disaat war,1,negatif
nih game bagus banget bnyk event event yg menarik dari kecil juga aku main ml tapi minusnya bnyk dark sistemnya tolong ya moonton hapuskan dark sistem,5,positif
👍,5,positif
game nya sangat bagus,5,positif
seru,5,positif
game nya kasih ws kalau gak ls itu,5,positif
"TOLOL BANGET NIH MONTON SUMPAH, TIM GUA KENAPA DARK SISTEM SEMUA MONTON, TOLONG LH CAPEK GUA MONTON",1,negatif
gerafik hd mb nya kecil juga bintang lima,5,positif
Game nya lumayan si tapi pas sinyal nya jelek ko macet macetan si tolong di perbaiki sekarang,5,positif
wahhh game nya menarik sampe sampe GK bosan memainkan nya,5,positif
benerin lah matching nya masa saya udah main bantai2 terus pas menang malah menghubungkan jaringan terus keluar game jadi gk dapet apa apa ayolah benerin waktu saya kebuang cuma gara2 matching ML jelek bintang 🌟 1,1,negatif
"suka, seruu dari tahun 2021",5,positif
Sistem matchmaking cacat game sampah,1,negatif
bagus sih kadang lose streak mulu,5,positif
gamenya bagus tapi aku kasih bintang 1 Karena pas main wifi nya udah nyala udah kenceng jaringannya tapi masih aja ngeleg sampai ada tulisan anda sedang offline padahal Wifi-nya udah nyala,1,negatif
game keren gw suka tapi player nya ga gw suka,5,positif
saya menyukainya,5,positif
knp ini min gak bisa login kadang kadang padahal jaringan ya bagus² aj,4,positif
99% ke kalahan JANGAN MAIN KAN GAME INI,5,positif
tolong akun orang darks sistem di Ben permanen itu aja yg setuju like,1,negatif
"tolong moonton skin gw ilang tiba""",3,positif
nggak bisa login ml,1,negatif
game mengerikaaan😂👏🏼,5,positif
seruu bgt wajib coba!!,5,positif
"GAME NYA BAGUS BANGET SAYA SANGAT SUKA, TAPI SAYA SETIAP MAU NAIK RANK DAPET NYA TIM BEBAN MULU, TAPI BAGUS LAH YA 😏😎👍🤩",5,positif
game ini sangat menyenangkan,5,positif
resep bet dahvini game,5,positif
bagus sekali gem nya tapi kurang skin geratis si klo bisa skin grenjer kolektor gratis😋,5,positif
game gak enak jaringan lag banget tim dikasih darksistem terus,1,negatif
"gajelas bet drafnya nabrak""",1,negatif
seruh,5,positif
sangat menyenangkan,5,positif
bagus pol,5,positif
saat saya melihat sinyalnya enggak ngelag tapi pas main malah ngelag banget heronya enggak bisa gerak dan akhirnya kalah dan satu lagi kenapa pas ngespin lucky draw enggak dapet dapet heronya saya sampai habis 2.000 ticket lebih malah enggak dapat dapat dan juga saat bermain di rank saya mendapatkan musuh yang ranknya lebih tinggi daripada rank saya dan juga saya mendapatkan tim yang ranknya lebih rendah dari saya tolong perbaiki masalah ini jika sudah diperbaiki saya akan kasih bintang lima 🙏,1,negatif
Gamenya ga cocok buat solo rank ketemu dark sistem Mulu sumpah apa lagi di rank epic,1,negatif
yeah,5,positif
"benerin eror game nya moonton, jangan ngurus bgt collab sama naruto😹😹",1,negatif
jaringan tiba main rank selalu jlk pakai wifi atau data SMA sja tolong d perbaiki,1,negatif
pas banget ga kaya ff burik akubsuka main ml,5,positif
mumpung gua pakai cheat jadi gampang ngalahin musuh kaya gitu sepele bos,5,positif
akumain sering banget ngelek jedi males main,2,negatif
game GK bner bikin emosi dapat tim kek t4i draks sistem semua di troll 10 x main solo bikin frustasi main ny,1,negatif
"seru banget sih,apa lagi ini game cocok buat anak remaja kaya kita,pokoknya bintang 5 dehh👍👍👍",5,positif
moonton kalo mau naik rank kasih menang gua sampai kesal mainnya plis moonton,3,positif
game ini melatih keberanian dan kebersamaan untuk menghancurkan base musuh,5,positif
"gimana sih? , sampe sekarang blm di perbaiki sistem match making nya??😹😹",4,positif
SERUUUUU,5,positif
jelek,5,positif
saya sudah menginstal tapi pas mau update disuruh nginstal lagi yang membuat ml saya ada dua tolong moonton,1,negatif
"terkadang main ml liat afinitas nya diakun saya ngebag kdg ada kadang gk ada harus rilog dulu,sama klo mau main undangan dri temen juga kagak ada notifikasi nya biasa nya ada ini harus saya yang duluan ngundang tolong untuk admin ny ini kesalahan saya atau emg moonton ny sinyal saya baik²saja",3,positif
"makin lama makin nglag, padahal sinyal bagus, kebanyakan frame drop juga",2,negatif
bagus game nya aku di kasih winstreak makasih moonton,5,positif
min tolong akun gue sinyal bagus buat YouTube tiktok lancar tapi pas main game mobile legends sinyal merah merah gimana min cara mengatasinya ..main ngeleg ngeleg terus padahal sinyal bagus Lo... semoga di respon min,2,negatif
gamenya kurang optimal dan timnya bot/beban teruss lose treek 35 kali,1,negatif
"game apa ini buruk sekali, bagusan juga mobile legend😹",1,negatif
bang monton tolong kalau aku main kasih musuh yang gakjago amat dong dan tim yang jago aku malas naik turun naik turun bintang sama heronya juga dimurahin dong atau engga aku kasih reting 1 bintang kaya ff aku kasih duwa bintang karena ini gem aku dulu tapi jangan lupa dibenerinya😁😁,3,positif
game nya udh bagus mohon dyrrot direvamp lebih bagus lagi dan tambah kan skin season dyrrot,5,positif
bagussss 👍,5,positif
bagusss bgttt.... tapi aku punya keluhannya.. aku kan top ap lewat gopay/apk top ap tapi pakai kode redem.. pas udh di coba gagal.. dan yang 50 ribu ku sia²... jadi mohon ya kembalikan uang kuu.. . . nick name : XB:)Dark,5,positif
bagus permainya,1,negatif
gem nya sangat baguss tidak membosankan,5,positif
game nya udah bagus cuman kenapa setiap main rank/classic/brawl suka ngelag padahal sinyal full kuota masih banyak kedepanya tolong di perbaiki,4,positif
kalah terus karna musuh gak se imbang lebih tinggi dari pada kita,1,negatif
game pembuat emosiii,1,negatif
"gem nya, bagus banget dan seru",5,positif
game rusak,1,negatif
bagus,5,positif
sangat bagus,5,positif
gem nya seru kali mabar bewan sama temen,5,positif
Game terburuk dan menjijikkan,1,negatif
game dontol tim gjls,1,negatif
tolong moonton taro sistem dikurangi.saya ngasih bintang 5 karna ml seru,5,positif
game epickk bgt gk sabar pas naruto,2,negatif
game yang sngat seru dan menarik,5,positif
"Untuk developer game ini tolong kerjasamanya dong, gua dikasih lose streak 15 kali.... Yang bener aja lah jing, cape² main gaada hasilnya, tiap Main ada aja masalahnya, Main party kalo ga lawan joki ya lawan top global, kalo main sendiri timnya ga waras semua... Heran gua mah Ama game ini. Tolong banget ya untuk developer ml, kasihlah tim yang waras, daritadi main 15 pertandingan hasilnya kalah semua loh! Banyak² istighfar gw kalo tiap main.",1,negatif
bagus banget 😎,5,positif
terlalu susah dan selalu dikasi musuh pro mending jangan main ini geme,1,negatif
moonton keluarin skin starlight Eudora dong,5,positif
mantap,5,positif
bagus tp kadang masih suka ngelag,5,positif
"game hama, benerin pick""an lo",1,negatif
Game nya seru,5,positif
karena hero nya pada enak di mainkan,5,positif
"game nya udah bagus tapi cuman mungkin internet nya kurang stabil padahal salu stabil kalo kain di game lain kalo di mlbb ini kurang stabil ya okelah mungkin cuman internet gw aja tapi overall udah bagus banget mulai dari karakter,voiceover,dll singkat aja dari gw adios..",5,positif
florin Hero rusak itu ngk diban kah dibilangin bisa gitu heal nya,1,negatif
banyak drak sistem nya kalo tiap main ga pernah dikasi tim jago sampe hp lama ke banting gegara main ni game,1,negatif
Wei muntunn pliss lah ping nya sering lag pdhal sinyal gw bagus gw juga pake wifi trus bwt main game lain lancar2 aja cman ml doang yg gaje pliss lah muntun klo dh di benerin ku kasih full bintang,3,positif
game favorit aku,5,positif
keren cuy walau terkadang gw kesel am dark sistem,5,positif
"ini gimana saya Main rank tapi kok bisa ngelag ngelag jaringannya? padahal udah bagus, gara gara masalah itu saya jadi kalah dalam war, buka war doang tapi game pun kalah game stres",1,negatif
game tolol banyak drak sistem dasar ml ml burikkkkk,1,negatif
gem ini sagat bagus tapi tolong monton hilangkan derak sistem biar makin banyak memainkam gem ini,5,positif
"ini game bagus, cuman sayang nya banyak player yang melakukan kesalahan dengan 'di sengaja' karna hal itu saya jadi jarang bermain di mode rank, saya jadi sering mengerjakan misi sama main di mode clasik dan offline doang. ohh iya saran dari saya, di mode offline bot nya di kembangkan ya, terutama untuk para hp yang memiliki ram kecil, agar bisa tetap merasa keseruan walau sedang tidak memiliki kuota. MLBB MANTAP 👍",5,positif
assalmualaikum moonton tolonglah beri sekin popeus plliiss.hatur nuhun,5,positif
Bapak moonton sehat ?? Tolong perbaiki masalah gangguan jaringan dalam pertandingan akhir-akhir ini jaringan dalam game jelek sekali ngelag ngelag,5,positif
"bagus tapi , banyak dark sistemnya hilang kan dark sistem 😡😡",5,positif
"akhir akhir ini sering banget leg Mulu, padahal sinyal saya ijo tapi tiba tiba leg sebentar mulu,ini sangat menggangu saya apalagi pas di posisi war malah ke depan",1,negatif
asik tapi kdng kdng dapet tim beban,5,positif
bagus,5,positif
bug dikit sih,5,positif
bagus,5,positif
aplikasi yang bagus,5,positif
Supah ini aku suka banget apalagi ada skin geratis kalian harus coba nih game,5,positif
mending kalian jangan unduh game ini karena geme nya susah bisa dikasih trol teman dan dikasih gg musuh main nya. Pokoknya susah aja,1,negatif
"game apaan ini,masa iya game dunia bisa di hack sinyal lawan",1,negatif
lebih nyaman dari pada ml seru banget,5,positif
lumayan kah,4,positif
Aku suka banget karna bagus dan seru,5,positif
timnya aduh,1,negatif
"Gamenya seru tapi bikin kesel cuy kadang ngasih musuh yang gak sepadan, main lama yang ada kalah terus.",3,positif
"gamenya bagus, minimal kasih skin gratis Cc 😭🤭🤭",5,positif
kenapa aku selalu kalah di game ini,1,negatif
bagus,5,positif
bagus sih bagus tapi banyak dark sistem,3,positif
lag bug dsb,1,negatif
saya sangat suka dg Hero Nana yg sangat lucu terimakasih ml i love you❤️,5,positif
game banyak dark sistem,1,negatif
apalah montoon kalah terus ngetroll semua kalah 16 kali lagi ah,3,positif
monton plis jgn kasi gw tim yg GK jelas monton gw udah cpk monton kasi yg jago kek udah capek gw monton lawan di kasih yg jago jago sedangkan tim ah kalah mulu gw monton 5 lostrek ah menang sekali terus kalah nya banyak perbaiki monton perbaiki ah udah capek,1,negatif
game nya bagus,5,positif
"game aneh pas main timnya gk bisa main sedangkan tim musuh jago banget dan juga timnya sering ngefeed tapi tim musuh kompak banget,,, tim gk kompak gimana mau menang,,, bintang naik turun doang,,,, mau 5 game menang 2 kalah 3 sama aja gk nambah bintang malah nurunin bintang doang,,, gajelas emang ini game rank stuk di situ situ doang padahal udah main bener tapi timnya ngetrol,, tim musuh aja pinter main beda Ama tim sendiri",1,negatif
sangat sangat bagus aku suka😘,5,positif
asikkk bGetttt,5,positif
BAGUS GK KAYK HOK,5,positif
mantap,5,positif
mantap saya sangat suka game ini karena game ini banyak dark sistem,5,positif
"game nya seru bangett , seruu , nggak bikin bosan 😻💗",5,positif
THE BEST GAME IN THE WORLD,5,positif
jangan kasih gw team orang jawalah monton,3,positif
sangat asikk,5,positif
kebayak kan tim tolol,1,negatif
maen moonton,5,positif
game jelek grafik jelek tidak rekomended game buat sakit jiwa ini game harus di hapus,1,negatif
bagus untuk hero ngreger,5,positif
cool,5,positif
game terbaik bikin emosi 🙂,1,negatif
game tolol bego musuh nya susah udalah moonton pelit sekali sekali kek bagi diamond,1,negatif
lumayan,3,positif
banyak dark sistem anjir,1,negatif
bagus sih tapi masih ada tim beban nya selalu dapet tim beban sementara lawannya jago jago jadi mohon kasih lawan yang sepadan 🙏🙏🙏,4,positif
Game ini sagat tidak tertarik lebih baik kita nain ff ajah temen temen,2,negatif
aku suka sih sama game nya tapi di kkak aku ada fase ban nya klo di aku ga ada,5,positif
sangat seru dimainkan,5,positif
no sage six path Naruto? bruh,1,negatif
"ini bug apa gimana, gua gabisa login akun padahal udah terkait akun moonton. waktu dipencet ganti akun selalu ada tulisan ""error, coba kembali"". jaringan lancar, gua main matching juga baik-baik aja. cuma mau login akun lain aja nih error terus, gua jadi harus uninstall terus download lagi.",2,negatif
aku bisa rajin rank benar,5,positif
game nya seru,5,positif
Ayolah moonton pliss lah pas di draft pick kita yang udhh milih Lane duluan pasti ada saja player egois misal nih gw mau main di EXP Lane nah. gw duluan yang milih nah pasti ada saja player yang ego yang rata² dongo pliss lah kalo Lane udh terisi oleh orang lainn pliss tambahin fitur Lane udh di isi oleh orang lain trus GK bisa di pencet oleh player ego biar gamenya seimbang KLO GK kami player Indonesia kasih ratting 1 nih,4,positif
GIMANA SI CARA BUAT AKUN BARU DI MOBILE LEGENDS???,5,positif
cocok untuk org sabar,1,negatif
mobil legends ini membuatku bahagia di saat aku bersedih,5,positif
seruuuu banget,5,positif
Taek game gatel,1,negatif
HEY MONTON KALO BUAT GAME ITU JANGAN SUSAH SUSAH KETEMU PLAYER DARK SISTEM GAJELAS SERING KETEMU DARK SISTEM PERBAIKI SERING SERING KASIH SKIN GERATIS,2,negatif
Jangan kasih team poke lolot,1,negatif
yang bener lah bikin sistem matchnya. masa 1 tim sama player yg skillnya gajelas. main ga sesuai role/egois. player afk mana pas ketemu player afk gabisa invalid lagi bgsd. padahal baru menit 9 gada fitur blacklist player. sistem ban player kalo make jasa joki tambahin tuh,1,negatif
ml nya soak sistem nya agak hanjur tolong di perbaiki monton yang baik dan yang bijak sana,1,negatif
moonton tolong perbaiki bug jaringan karena merugikan player ml pada mail rank jadi terganggu dan akhirnya lose streak,2,negatif
ok mntp,5,positif
"event' nya bgus cuman knp ya sekarang game nya lag bett pdhal divice saya masih mampu lah buat nampung ini game, perbaiki min soal nya itu ngeganggu permainan",5,positif
game ini buat emosi aja jangan main game ini di kasih kalah aja gw aja main di kasih kalah aja GK pernah tun nama nya menang padahal main Clasik doang apa lagi main rank Jagan harap menang pokok nya Jagan main GK buat seters ini ya,1,negatif
Aku suka bngt,5,positif
"lama lama gk jelas game ini sangat kecewa, dari jaringan dri draksistem, buang2 waktu aj",1,negatif
sangat seru,1,negatif
sangat bagus dan menyenangkan,4,positif
perbaiki jaringan nya,4,positif
mobile legends ini sangat irit kuota sehingga tidak banyak biaya jika ingin memainkannya,4,positif
tolong perbaiki jaringan nya montoon lagi enak2nya war malah lag ini kualitas jaringan kek mana sih tolong perbaiki,2,negatif
Game rusak yang bener ajah lah,1,negatif
"terimakasih mlbb karena saat aku kesepian,dan tersakit hanya game ini yang bisa mengerti tentang aku",5,positif
bagus bgt aku suka,5,positif
tolong pemulihan kredit skor di tambahkan jangan hanya 3..karna kami afk bukan kehendak sendiri melainkan sedang disuruh orang tua maka tolong tingkatkan pemulihan kredit skor agar kami bisa main untuk memulihkan kredit skor,4,positif
kalo main sering aja ada lag nya dan bug padahal sinyal bagus,3,positif
is there a zero star?,1,negatif
eh lu ngeleg atau apa gw pengen ngikutin temen gw kata lu pertemanan gw Uda batas max 200 masa gw Uda hapus 10 pertemanan kagak bisa masa 200-10: 200,1,negatif
tingkat skill bermain tim dengan tim musuh sangat berbeda jauh,1,negatif
saya yang menggendong tim saya tapi malah saya mendapatkan coklat,1,negatif
game ini sangat seru,5,positif
"game seru, ga pelit juga:)",5,positif
game nya sangat menghibur makasih muntun penyakit biasa beda server saat dlm game,2,negatif
gamenya sangat seru game moba yg paling gw suka gk bikin bosen apalagi main ama temen temen nya dapat dari global mobile legend beh mantep dah gw kasih rating bintang lima makanya buruan download mana ada event yg menarik dan dibulan mei nanti ada event naruto bagi yg penggemar naruto bisa cobain makanya download sebelum ketinggalan,5,positif
Game jelek hapus aja pindah honor of kight,1,negatif
montoon tolonglah kasih tim Ama musuh yg seimbang masa dapat tim bot Mulu anj,1,negatif
hue gilani gane horor bot renek seng iso maen player e seng maen udu uwong jin seng maen racetho tenan game iki jijik aku🤮🤮🤮🤮🤮🤮,1,negatif
game sampah gak jelas top up mahal tim selalu bot musuh selalu top global,1,negatif
apik,5,positif
"Gamee Burikkkk tiba"" leg sinyal ilang koneksi terputus selalu sering begitu, katanya Game Elit kok koneksi internet sulit wkwkw",1,negatif
game nya bagus saya suka hero nya murah ada dapet skin gratis tapi saya asal main rank teman 1 tim nya bot banget sedangkan lawan nya ngeri ngeri 🗿.tapi saya tetap suka game MOBILE LEGENDS :BANG BANG . •⁠‿⁠•,5,positif
gem nya bagus,5,positif
rame cuy bgus banget gak kalah bagus sama FF,5,positif
mantap,5,positif
tolong lah montoon palyer yg ga jelas di ban aja nyusahin time ku hps aja ini apk gajelas dalamnya banyak yg nge trol,1,negatif
baguss 😎😎😎,5,positif
penuh kenangan,5,positif
game ini bagus banget aku suka main 😍,5,positif
Oke saya jago dodol bagi siapa. Yg jago pasti akan menang nyemot yg pasti akan habiskan skin ini,5,positif
gak enak,1,negatif
game Taek,3,positif
seru,5,positif
game bagus,5,positif
Bagus tapi masa pada pake chet itu namanya curang tolong sistemnya di perbaiki agar tidak bisa pake chet sekian dari saya,4,positif
aku suka ml,5,positif
𝙜𝙖𝙢𝙚 𝙞𝙣𝙞𝙞 𝙨𝙖𝙣𝙜𝙖𝙩𝙩 𝙗𝙖𝙧𝙗𝙖𝙧 𝙢𝙚𝙨𝙠𝙞𝙥𝙪𝙣 𝙨𝙚𝙧𝙞𝙣𝙜 𝙙𝙞 𝙩𝙧𝙤𝙡 𝙥𝙪𝙗𝙡𝙞𝙠 𝙖𝙠𝙪 𝙢𝙖𝙠𝙡𝙪𝙢𝙞𝙣 𝙠𝙖𝙧𝙣𝙖 𝙗𝙖𝙜𝙖𝙞𝙢𝙖𝙣𝙖 𝙥𝙪𝙣 𝙞𝙣𝙞 𝙖𝙙𝙖𝙡𝙖𝙝 𝙜𝙖𝙢𝙚 𝙮𝙜 𝙣𝙚𝙢𝙚𝙣𝙞𝙣 𝙖𝙠𝙪 𝙥𝙖𝙨 𝙠𝙚𝙨𝙚𝙥𝙞𝙖𝙣 𝙩𝙚𝙧𝙞𝙢𝙖𝙠𝙖𝙨𝙞𝙝 𝙪𝙣𝙩𝙪𝙠 𝙢𝙤𝙣𝙩𝙤𝙣,5,positif
harapan saya kedepanya untur para pemain mobaile legend agar drak systemm di musnahkan!!,5,positif
ml game sampah,1,negatif
sering sering skin gratisan nya,5,positif
"Aturan udah masuk Top Indo Chou, tinggal nunggu reset tittle, eh malah kalah 8X dari 10 match 🐷",1,negatif
gemm rusak mooontonn lolllllllllllllll,1,negatif
montoon beri saya menang,2,negatif
"game nya memang bagus, tapi tolong seimbangkan matchmaking nya, saya selalu menemukan player yg sengaja membuat tim saya kalah, karena itu rank saya selalu naik turun dan anehnya saya sering kalah sedangkan teman saya selalu menang, padahal performa saya tidak terlalu buruk. tolong perbaiki masalah matchmaking nya🙏, laporan saya selalu ditolak dan menyebabkan saya terus menerus menemukan player troll",1,negatif
skin legend free please,5,positif
sinyal bagus tiba2 keluar,1,negatif
hahaha monton sering kasih dark sistem,1,negatif
player troll dimanjain di game ni,1,negatif
gamenya bagus .,1,negatif
saya suka GM ini,5,positif
permainan yang sangat bagus,5,positif
bagus,5,positif
game tolol🗿,1,negatif
𝑎𝑠𝑖𝑘 𝑏𝑎𝑛𝑔𝑒𝑡,5,positif
bagus,5,positif
"benci bgt aplikasi ini, bikin suami saya kecanduan.. bikin emosi doang..",1,negatif
aku suka ml karena bisa latihan hero,5,positif
game nya bb bagus tapi ada prayers beban tapi gpp yang manting keren dari pada game sebelah,5,positif
gemya seru,5,positif
banyak drak sistem,5,positif
Kerenn sekali,5,positif
saya sangat suka gem ini,5,positif
game nya bagus,5,positif
Game nya sangat bagus dan keren,5,positif
game nya sangat bagus dan sangat seru aku jadi tidak bosan lagi saat bermain game ini terima kasih Moonton,5,positif
keren,5,positif
game seru plis jaringan gw bagus kok jelek Ama ilangin drak sistem kalo gak game Lo sepi gara gara drak sistem,3,positif
🇮🇩,4,positif
menghibur dan menegangkan,5,positif
Lag padahal jaringan hijau,1,negatif
"moon ton kasih tim yg adil lah, padahal 1 bintang lagi mythic, musuh nya fanny 10000 kabel, sedangkan tim gw dyrroth SMa hanabi",1,negatif
Untuk gamenya tidak seru!!!! Udh GK seperti dulu sekarang main rank ketemu tim yanggg bottt bahkan ketika orang udh wins streak pasti dikasih kalah yang lebih banyak atau kalah menang terus plsss jangan kasih hadiah banyak perbaiki gameplay nya DULUUU!!!!!! makin lama ini game udh GK pantas dimainkan!!! masak kita habis menang langsung dikasih kalah GK logiss!!! MENDING GAME SEBELAH LEBIH LOGISS!!!!ALIASSS HONORR OF KINGGG SISTEM NYA LEBIHH BAGUSSS KENYAMANAN TERJAGA!!!!!,1,negatif
salah satu cara mati di usia muda ya main ml,1,negatif
bagus,5,positif
saya tidak bisa me donload mobelegen bang bang,1,negatif
game taii,1,negatif
capek kalah cok stuck di epik,1,negatif
monton kurang asik karena ketika saya menang terus melanjutkan ke pertandingan berikutnya minimal ksih tim yang agak bner lah,5,positif
game terbaik abad ini mobile legends,5,positif
tolong kak gratisin figura frofil ml emot kak biar bayak yang main gem ini plis kak di baca ulasan saya,5,positif
ngasih tim gak bener musuh sekelas pro player sedangkan tim kaya player baru belajar main sistem match making katanya di perbaiki tapi tetep sama aja bug tiap hari gak pernah di fix udah kikir cuma mentingin duit player doang tapi sistem nya acak acak semua,1,negatif
biasa nya kalau sudah mau naik renk di kasih musuh/tim yang tidak adil,4,positif
Game buruk sulit sekali naikin rank kalau tidak top up,5,positif
"tolong kasih gw glory dengan solo moonton, udah kasih bintang 5",5,positif
ml player nya pada gak jelas,1,negatif
saya suka game 😄,5,positif
perbaiki matchmakingnya kasih tim yang setara dan musuh yang setara baru kasih bintang 5,3,positif
Karena ada dark sistem,3,positif
Tetap berkembang dengan baikk,5,positif
gausa main nih game kaya babi dikasi draksistem mulu,1,negatif
kalo ngasih tim yg sesuai,1,negatif
ketemu dark sistem trs kasi tim ngorok dikit napa,1,negatif
game apa rata - rata dar sistem game udah kek judi di bodohi kita,1,negatif
game goblok,1,negatif
Perbaiki masalah pick hero sesuaikan hero masing masing pemain,5,positif
banyak bug trus sering leg tanpa sebab,1,negatif
kenapa musuh nya jago tim gw dark sistem,1,negatif
Sangat seru,5,positif
halo .please tambah Hero baru yg keren sikit.. Boboiboy..cocok untuk asasin..Hulk untuk tank . Naruto untuk fighter /asasin. ..karena figur ini paling seru ditonton .apalagi montoon mau mengabulkan pesanan ..,5,positif
game aneh,1,negatif
pemain buruk,1,negatif
bagus banget,5,positif
Good game,5,positif
👍 lu,5,positif
hapus kan semua drak sistem montoon dan kembali yutuber yang kena suspend,1,negatif
game cuma isinya menang kalah saja,1,negatif
GAME TOL*L,1,negatif
bagus,5,positif
geme nya bagus tapi ada kekurangan yaitu sering ngelek,5,positif
seru bgt monton,5,positif
game nya bagus sih tapi tolong permudah buat logut/buat akun baru susah bgt,4,positif
tiap hari drak system cape kalah mulu,1,negatif
benerin servernya ngelag banget gw patah2 Mulu KLO main anjhgggh,2,negatif
saya sangat suka game seperti ini🫶🏻,5,positif
Gamenya bagus tapi moonton tolonggg bgttt trollernyaaaaaa itulooooohhhh banyak bgtttttttt,5,positif
